,categoria,subcategoria,marca,nombre,descripcion,precio,numero_valoraciones,valoracion,num_variaciones,fecha_extraccion,url_producto,formato,responsabilidad,efecto_sombra,efecto_labios,efecto_mascara,formulacion,tipo_piel,cobertura,acabado,textura
1396,Rostro,Antiojeras & corrector,Clinique,Even Better™ Concealer,Corrector,34.0,6,4.8,6,2025-05-06,https://www.sephora.es/p/even-better%e2%84%a2-concealer---corrector-P10011913.html,Standard,,,,,,Todo tipo de pieles,"Total, Media",Natural,"Liquido, Crema"
1397,Paletas maquillaje,Paleta de sombras de ojos,Huda Beauty,Paleta de sombras,Naughty Nude Palette,74.0,421,4.7,0,2025-05-06,https://www.sephora.es/p/naughty-nude-palette---paleta-sombras-de-ojos-529507.html,Standard,,"Mate, Metalizado, Irisado/Nacarado, Brillante",,Voluminizador,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa",Total,Natural,Crema
1398,Paletas maquillaje,Paleta de sombras de ojos,Charlotte Tilbury,The Super Nudes Easy Eye Palette,Paleta de sombras de ojos,65.0,226,4.2,0,2025-05-06,https://www.sephora.es/p/the-super-nudes-easy-eye-palette---paleta-de-sombras-de-ojos-530170.html,Set/Estuche/Kit,,Mate,,,,Todo tipo de pieles,Media,Natural,Polvo compacto
1399,Paletas maquillaje,Paleta de sombras de ojos,Anastasia Beverly Hills,Soft Glam II,Paleta de sombras de ojos tamaño viaje,35.0,346,4.7,0,2025-05-06,https://www.sephora.es/p/soft-glam-ii---paleta-de-sombras-de-ojos-tamano-viaje-528569.html,Set/Estuche/Kit,,"Mate, Metalizado, Irisado/Nacarado, Purpurina",,Voluminizador,,Todo tipo de pieles,Total,Natural,Polvo compacto
1400,Desmaquillante,Aceite desmaquillante,Pai,Light Work,Aceite desmaquillante,39.0,392,4.7,0,2025-05-06,https://www.sephora.es/p/light-work---aceite-desmaquillante-534125.html,Standard,"Vegano, Clean at Sephora, Naturality, Planet aware at Sephora",,,,No comedogénico,"Todo tipo de pieles, Piel sensible",,,Aceite
1401,Rostro,Antiojeras & corrector,Nudestix,Concealer Nudefix Cream,Antiojeras,30.0,263,4.5,7,2025-05-06,https://www.sephora.es/p/concealer-nudefix-cream---antiojeras-P10011312.html,Standard,"Vegano, Clean at Sephora",,,,,Todo tipo de pieles,Media,Mate,Crema
1402,Rostro,Primer & spray fijador,Too Faced,Plump & Prime,Primer Sérum Facial,47.0,646,4.2,0,2025-05-06,https://www.sephora.es/p/plump-et-prime---serum-facial-521316.html,Standard,,,,,Colágeno,Todo tipo de pieles,,,Sérum
1403,Rostro,Primer & spray fijador,Too Faced,Plump & Prime,Primer Sérum Facial,47.0,646,4.2,0,2025-05-06,https://www.sephora.es/p/plump-et-prime---serum-facial-521316.html,Standard,,,,,Colágeno,Todo tipo de pieles,,,Sérum
1404,Rostro,Colorete,Clarins,Joli Blush,Colorete,46.0,24,4.2,6,2025-05-06,https://www.sephora.es/p/joli-blush-P3777021.html,,,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible, Piel madura",Total,Mate,Crema
1405,Paletas maquillaje,Paleta de sombras de ojos,Natasha Denona,Glam Palette,Paleta sombras de ojos,74.99,953,4.5,0,2025-05-06,https://www.sephora.es/p/glam-palette---paleta-sombras-de-ojos-520236.html,Set/Estuche/Kit,,"Mate, Metalizado",,Voluminizador,,"Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible",,Natural,Polvo compacto
1406,Rostro,Iluminador,RMS Beauty,Glow Quad Mini,Paleta de iluminadores,39.99,273,4.5,0,2025-05-06,https://www.sephora.es/p/mini-beauty-oil---aceite-de-belleza-mini-532485.html,Formato viaje,,,,,No comedogénico,"Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible, Piel madura",,,Crema
1407,Labios,Bálsamo labial,RMS Beauty,Tinted Daily Lip Balm,Bálsamo labial con color,29.99,207,4.7,0,2025-05-06,https://www.sephora.es/p/tinted-daily-lip-balm---b%c3%a1lsamo-labial-con-color-516315.html,,,,"Hidratante, Natural",,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible, Piel madura",Total,,Bálsamo
1408,Pinceles & accesorios,Pincel sombra de ojos,CHANEL,PINCEAU DUO PAUPIÈRES RÉTRACTABLE,,56.0,0,0.0,0,2025-05-06,https://www.sephora.es/p/pinceau-duo-paupieres-retractable---pincel-duo-retractable-para-p%c3%a1rpados-504939.html,Standard,,,,,,,,,
1409,Pinceles & accesorios,Brocha rostro,CHANEL,PINCEAU FOND DE TEINT,,45.0,0,0.0,0,2025-05-06,https://www.sephora.es/p/pinceau-fond-de-teint---brocha-base-maquillaje-511380.html,Standard,,,,,,,,,
1410,Labios,Barra de labios,RMS Beauty,Lip2Cheek,Colorete en crema para labios y mejillas,41.99,208,4.1,2,2025-05-06,https://www.sephora.es/p/lip2cheek---fard-creme-levres-et-joues-P3965106.html,,,,Natural,,,Todo tipo de pieles,Ligera,,Crema
1411,Desmaquillante,Aceite desmaquillante,CHANEL,SUBLIMAGE L'HUILE-EN-GEL DE DÉMAQUILLAGE,,110.0,0,0.0,0,2025-05-06,https://www.sephora.es/p/sublimage-lhuile-en-gel-de-demaquillage---demaquillant-nettoyant-498626.html,Standard,,,,,,Todo tipo de pieles,,,Gel
1412,Rostro,Antiojeras & corrector,RMS Beauty,UnCover-Up,Corrector,44.99,798,4.1,9,2025-05-06,https://www.sephora.es/p/uncover-up---anticernes-P3965104.html,Standard,,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible, Piel madura","Media, Ligera",Natural,Crema
1413,Rostro,Base de maquillaje,RMS Beauty,"""Un"" Cover-up Cream Foundation",Base de maquillaje,61.99,86,3.7,11,2025-05-06,https://www.sephora.es/p/%22un%22-cover-up-cream-foundation---fond-de-teint-P3965122.html,Standard,,,,,No comedogénico,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible, Piel madura","Media, Ligera",Natural,Crema
1414,Ojos,Lápiz de ojos & khol,Sisley,Phyto-Khol Star Waterproof,Lápiz Khöl de ojos,54.0,0,0.0,10,2025-05-06,https://www.sephora.es/p/phyto-khol-star-waterproof---l%c3%a1piz-khol-de-ojos-P3250037.html,Standard,,"Mate, Metalizado, Irisado/Nacarado",,,,Todo tipo de pieles,Total,Natural,Crema
1415,Rostro,Base de maquillaje,Sisley,Sisleÿa le Teint,Base de maquillaje antiedad,169.0,27,4.7,13,2025-05-06,https://www.sephora.es/p/sisle%c3%bfa-le-teint---fondo-de-maquillaje-P2674017.html,Standard,,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible, Piel madura",Media,Natural,Liquido
1416,Cejas,Lápiz & polvo para cejas,Sisley,Phyto-Sourcil Design,Lápiz estructurador de cejas 3 en 1,65.0,10,4.8,6,2025-05-06,https://www.sephora.es/p/phyto-sourcils-design---l%c3%a1piz-para-cejas-P3083008.html,Standard,,,,,,Todo tipo de pieles,"Total, Media",Natural,
1417,Labios,Gloss/ Brillo labial,Sisley,Le Phyto-Gloss,Brillo de labios con luminosidad intensa,54.0,8,4.9,10,2025-05-06,https://www.sephora.es/p/le-phyto-gloss-brillant-%c3%a0-levres-eclat-intense-P4091095.html,,,,"Hidratante, Larga duración, Brillante / Glossy, Natural, Voluminizador, Nacarado/Purpurina",,,Todo tipo de pieles,Total,,Liquido
1418,Rostro,Polvos matificantes,Sisley,Phyto-Poudre Compacte,Polvos compactos matizadores,105.0,7,4.3,4,2025-05-06,https://www.sephora.es/p/phyto-poudre-compacte---matifiante-et-embellissante-P4091092.html,Standard,,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible, Piel madura",Media,"Natural, Mate",Polvo compacto
1419,Paletas maquillaje,Paleta de sombras de ojos,Clarins,Ombre 4 couleurs,Sombra de ojos,61.0,25,4.3,2,2025-05-06,https://www.sephora.es/p/ombre-4-couleurs---sombra-de-ojos-P10010580.html,Set/Estuche/Kit,,Metalizado,,,,Todo tipo de pieles,Total,Purpurina,Polvo compacto
1420,Desmaquillante,Desmaquillante rostro,Sisley,Baume Démaquillant & Nettoyant,Bálsamo con 3 aceites esenciales,120.0,31,4.9,0,2025-05-06,https://www.sephora.es/p/baume-demaquillant-nettoyant----b%c3%a1lsamo-con-3-aceites-esenciales-516240.html,,,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible, Piel madura",,,Bálsamo
1421,Rostro,Base de maquillaje,Too Faced,Born This Way Matte,Base de maquillaje de larga duración 24 horas,47.99,22,4.4,6,2025-05-06,https://www.sephora.es/p/born-this-way-matte---fond-de-teint-longue-tenue-P10010902.html,Standard,Vegano,,,,,Todo tipo de pieles,"Total, Media",Mate,Liquido
1422,Rostro,Primer & spray fijador,Erborian,Pink Primer and Care,Base Anti imperfecciones y cuidado,39.0,44,4.4,2,2025-05-06,https://www.sephora.es/p/pink-primer-and-care---base-anti-imperfecciones-y-cuidado-P10011155.html,,Vegano,,,,,Todo tipo de pieles,Media,"Natural, Mate",Crema
1423,Ojos,Paleta de sombras de ojos,Dior,Dior 5 Couleurs Couture,Paleta de Sombras de Ojos Colores Intensos,75.0,36,3.6,16,2025-05-06,https://www.sephora.es/p/paleta-de-sombras-de-ojos-colores-intensos---polvo-cremoso-de-larga-duracion-P4071096.html,,,,,,,,,,
1424,Ojos,Máscara de pestañas,Dior,Diorshow Iconic Overcurl,"Máscara volumen, tratamiento y curva espectacular",47.0,919,4.5,3,2025-05-06,https://www.sephora.es/p/diorshow-iconic-overcurl---m%c3%a1scara-de-pestanas-volumen-y-curva-espectaculares-P4071095.html,,,,,,,,,,
1425,Ojos,Eyeliner,Guerlain,Mad Eyes Intense Liner,Delineador líquido intenso,48.0,25,4.5,2,2025-05-06,https://www.sephora.es/p/mad-eyes-eyeliner-liquide-intense-P4090085.html,,,Mate,Satinado,Natural,,Todo tipo de pieles,Total,Natural,Liquido
1426,Pinceles & accesorios,Brocha rostro,CHANEL,PINCEAU TEINT 2-EN-1 FLUIDE ET POUDRE,,55.0,1,4.0,0,2025-05-06,https://www.sephora.es/p/pinceau-teint-2-en-1-fluide-et-poudre---brocha-2-en-1-511379.html,Standard,,,,,,Todo tipo de pieles,,,
1427,Ojos,Máscara de pestañas,Guerlain,Mad Eyes Mascara,Máscara de pestañas,44.0,101,4.4,0,2025-05-06,https://www.sephora.es/p/mad-eyes-mascara---m%c3%a1scara-de-pestanas-511010.html,,,Mate,,"Voluminizador, Efecto alargado, Efecto rizado",,Todo tipo de pieles,Total,Natural,Crema
1428,Desmaquillante,Desmaquillante rostro,Guerlain,Abeille Royale,Aceite Limpiador,61.0,24,4.8,0,2025-05-06,https://www.sephora.es/p/abeille-royale---aceite-limpiador-519004.html,,,,,,,"Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible",,,Aceite
1429,Ojos,Máscara de pestañas,Nars,Climax Extreme Mascara Mini,Máscara de pestañas,22.0,299,3.6,0,2025-05-06,https://www.sephora.es/p/climax-extreme-mascara-mini---m%c3%a1scara-de-pestanas-533980.html,Formato viaje,,Mate,Brillante / Glossy,"Voluminizador, Efecto alargado, Efecto rizado, Fortalecedor",,Todo tipo de pieles,Ligera,Natural,Liquido
1430,Ojos,Máscara de pestañas,Nars,Climax Extreme Mascara,Máscara de pestañas,36.0,299,3.6,0,2025-05-06,https://www.sephora.es/p/climax-extreme-mascara---m%c3%a1scara-de-pestanas-531401.html,Standard,,Mate,,"Voluminizador, Efecto alargado, Efecto rizado, Fortalecedor",,Todo tipo de pieles,Ligera,Natural,Liquido
1431,Labios,Gloss/ Brillo labial,Too Faced,Lip Injection Maximum Plump,Brillo Labial Voluminizador,34.0,1088,3.9,5,2025-05-06,https://www.sephora.es/p/lip-injection-extreme-maximum-dose---gloss-labial-P10011347.html,Standard,,,"Hidratante, Brillante / Glossy, Voluminizador",,,Todo tipo de pieles,Total,,Liquido
1432,Labios,Gloss/ Brillo labial,Too Faced,Lip Injection Power Plumping Lip Gloss,Brillo Labial Voluminizador,34.0,235,3.9,10,2025-05-06,https://www.sephora.es/p/lip-injection-power-plumping-lip-gloss---labial-efecto-gloss-P10011348.html,Standard,Vegano,,"Hidratante, Brillante / Glossy, Voluminizador",,,Todo tipo de pieles,Total,,Liquido
1433,Ojos,Máscara de pestañas,Hourglass,Unlocked Instant Extensions Mascara,Máscara de pestañas,36.0,1398,4.2,0,2025-05-06,https://www.sephora.es/p/unlocked-instant-extensions-mascara-m%c3%a1scara-de-pestanas-520896.html,,Vegano,,,"Efecto alargado, Impermeable, Natural",Libre de aceite,Todo tipo de pieles,Total,Natural,Liquido
1434,Ojos,Máscara de pestañas,Tarte,Máscara Maneater™,,31.0,17,4.8,0,2025-05-06,https://www.sephora.es/p/m%c3%a1scara-maneater%e2%84%a2--m%c3%a1scara-de-pestanas-514994.html,,,Mate,,Voluminizador,,Todo tipo de pieles,,Natural,Liquido
1435,Ojos,Máscara de pestañas,Tarte,Máscara Maneater™,Máscara de pestañas formato viaje,17.0,8,4.4,0,2025-05-06,https://www.sephora.es/p/m%c3%a1scara-maneater%e2%84%a2-m%c3%a1scara-de-pestanas-formato-viaje-514995.html,,,Mate,,"Voluminizador, Impermeable",,Todo tipo de pieles,Total,Natural,Liquido
1436,Ojos,Máscara de pestañas,Charlotte Tilbury,Pillow Talk Push Up Lashes,Máscara,35.0,4945,3.9,2,2025-05-06,https://www.sephora.es/p/pillow-talk-push-up-lashes---m%c3%a1scara-P10010614.html,Standard,,,,"Voluminizador, Efecto alargado",,,,Natural,Liquido
1437,Ojos,Eyeliner,Sephora Collection,Intense ink liner,Eyeliner liíquido intenso Waterproof,13.99,13,3.8,2,2025-05-06,https://www.sephora.es/p/intense-ink-liner---eyeliner-liiquido-intenso-waterproof-P10010622.html,,Vegano,"Mate, Metalizado",,Impermeable,,Todo tipo de pieles,Total,Mate,Liquido
1438,Rostro,Base de maquillaje,Sephora Collection,Care Make-up,Base de maquillaje brillo natural + Hidratación 10h,17.99,24,4.7,15,2025-05-06,https://www.sephora.es/p/care-make-up-fondo-de-maquillaje-natural--hydratation-10-h-P10010517.html,,"Vegano, Naturality",,,,,Todo tipo de pieles,Ligera,Natural,Liquido
1439,Cejas,Lápiz & polvo para cejas,Anastasia Beverly Hills,Brow Pen,Lápiz de cejas,31.99,2004,4.2,8,2025-05-06,https://www.sephora.es/p/brow-pen---crayon-%c3%a0-sourcils-P10010658.html,Standard,Vegano,,Mate,,,Todo tipo de pieles,Total,Natural,Liquido
1440,Paletas maquillaje,Paleta rostro,Anastasia Beverly Hills,Sugar Glow Kit,Paleta de iluminadores,59.99,6862,4.6,0,2025-05-06,https://www.sephora.es/p/sugar-glow-kit---paleta-de-iluminadores-409449.html,Set/Estuche/Kit,Vegano,,,,Mineral,Todo tipo de pieles,Media,,Polvo compacto
1441,Cejas,Gel & Máscara de cejas,Fenty Beauty,Brow mvp,Lápiz escultor de cejas,27.0,133,3.5,0,2025-05-06,https://www.sephora.es/p/brow-mvp---stylo-cire-sculptant-et-pinceau-structurant-517487.html,Standard,Vegano,,Larga duración,,,Todo tipo de pieles,"Media, Ligera",Natural,Gel
1442,Ojos,Máscara de pestañas,Lancôme,Monsieur Big Mascara Extra Black,Máscara de pestañas,39.0,2,5.0,0,2025-05-06,https://www.sephora.es/p/monsieur-big-extreme-black---m%c3%a1scara-de-pestanas-516275.html,Standard,,Mate,,Natural,,Todo tipo de pieles,Ligera,Natural,Liquido
1443,Rostro,Base de maquillaje,Sisley,Phyto-Teint Ultra Eclat,Base de maquillaje,92.0,29,4.0,13,2025-05-06,https://www.sephora.es/p/phyto--teint-ultra-eclat-P3821117.html,Standard,,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel madura","Total, Ligera",Natural,"Liquido, Crema"
1444,Rostro,Base de maquillaje,Helena Rubinstein,Prodigy Cellglow Glorify Skin Tint,Base de maquillaje,143.99,1,5.0,9,2025-05-06,https://www.sephora.es/p/prodigy-cellglow-skin-tint-P3772028.html,Standard,,,,,,Piel normal,Ligera,,Crema
1445,Ojos,Máscara de pestañas,Helena Rubinstein,Lash Queen Feline Blacks,Máscara de pestañas,54.99,1,5.0,0,2025-05-06,https://www.sephora.es/p/lash-queen-feline-blacks-163499.html,,,,,Voluminizador,,"Piel normal, Piel sensible",,Natural,Liquido
1446,Ojos,Sombras de ojos,Sisley,Phyto-Ombres,Sombra de Ojos,52.0,41,5.0,19,2025-05-06,https://www.sephora.es/p/phyto-ombres---poudre-lumiere-P3875095.html,,,Mate,,,,"Todo tipo de pieles, Piel madura","Total, Ligera","Natural, Mate, Metálico",Polvo compacto
1447,Rostro,Primer & spray fijador,Helena Rubinstein,Prodigy Cellglow The Sheer Rosy UV Fluid,Fluido Ultraligero,112.99,0,0.0,0,2025-05-06,https://www.sephora.es/p/prodigy-cellglow-the-sheer-rosy-uv-fluid---fluido-ultraligero-512623.html,,,,,,,,Ligera,,
1448,Ojos,Máscara de pestañas,Helena Rubinstein,Lash Queen Feline Blacks Waterproof,Máscara de pestañas,54.99,0,0.0,0,2025-05-06,https://www.sephora.es/p/mascara-lash-queen-feline-blacks-waterproof-172573.html,,,,,"Voluminizador, Fortalecedor",,Piel normal,,Natural,Liquido
1449,Ojos,Máscara de pestañas,Helena Rubinstein,Lash Queen Fatal Blacks,Máscara de pestañas,54.99,0,0.0,0,2025-05-06,https://www.sephora.es/p/lash-queen-fatal-blacks---tusz-do-rz%c4%99s-217390.html,,,,,Efecto rizado,,"Piel normal, Piel sensible",,Natural,Liquido
1450,Ojos,Paleta de sombras de ojos,Lancôme,Hypnôse Palette,Sombras De Ojos 5 Colores,67.0,26,5.0,7,2025-05-06,https://www.sephora.es/p/hypnose-palette-5-fards-hautement-pigmentes-P3713025.html,"Standard, Set/Estuche/Kit",,"Mate, Metalizado",,Natural,,Todo tipo de pieles,Total,"Natural, Mate, Purpurina","Polvo compacto, Polvo suelto"
1451,Cejas,Gel & Máscara de cejas,Anastasia Beverly Hills,Clear brow gel,Gel para cejas,38.0,7839,4.3,0,2025-05-06,https://www.sephora.es/p/clear-brow-gel---gel-para-cejas-184011.html,Standard,Vegano,,,Voluminizador,,Todo tipo de pieles,Total,Natural,Gel
1452,Cejas,Lápiz & polvo para cejas,Sephora Collection,Lápiz de cejas retráctil,Retractable brow pencil,12.99,4143,4.3,6,2025-05-06,https://www.sephora.es/p/l%c3%a1piz-de-cejas---l%c3%a1piz-de-cejas-P4144086.html,,Vegano,,,Impermeable,,Todo tipo de pieles,Total,Natural,
1453,Rostro,Base de maquillaje,Clarins,Everlasting Youth Fluid,Base de maquillaje,60.0,52,4.6,10,2025-05-06,https://www.sephora.es/p/everlasting-youth-fluid-P3780001.html,,,,,,,Todo tipo de pieles,Media,,Liquido
1454,Ojos,Sombras de ojos,Yves Saint Laurent,Yves Saint Laurent Sequin Crush Mono,Sombra de ojos,43.0,9,4.6,0,2025-05-06,https://www.sephora.es/p/yves-saint-laurent-sequin-crush-mono-sombra-de-ojos-512945.html,,,Mate,Brillante / Glossy,,,Todo tipo de pieles,Total,Brillante,Polvo compacto
1455,Rostro,Base de maquillaje,Armani,Luminous Silk,Base De Maquillaje Ligera Con Acabado Luminoso,62.0,6441,4.3,26,2025-05-06,https://www.sephora.es/p/luminous-silk---fond-de-teint-soyeux-lumineux-P116500.html,Standard,,,,,No comedogénico,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible","Media, Ligera",Natural,"Liquido, Aceite"
1456,Rostro,Antiojeras & corrector,Armani,Luminous Silk Concealer,Corrector iluminador,45.0,1496,4.4,10,2025-05-06,https://www.sephora.es/p/luminous-silk---correcteur-eclat-multi-usages-P4010109.html,Standard,,,,,,Todo tipo de pieles,"Total, Media",Natural,Liquido
1457,Ojos,Lápiz de ojos & khol,Armani,Giorgio Amani Smooth Silk Eye Pencil,Lápiz de ojos,30.0,21,4.0,2,2025-05-06,https://www.sephora.es/p/crayon-yeux-soyeux-P116516.html,Standard,,Mate,,Natural,,,,Natural,Crema
1458,Ojos,Lápiz de ojos & khol,Armani,Giorgio Amani Smooth Silk Eye Pencil,Lápiz de ojos,30.0,19,4.2,0,2025-05-06,https://www.sephora.es/p/crayon-yeux-soyeux-waterproof-256273.html,Standard,,Mate,,,,,,,Crema
1459,Ojos,Sombras de ojos,Make Up For Ever,Aqua Resist Smoky Shadow,Sombra de ojos,28.0,477,4.3,8,2025-05-06,https://www.sephora.es/p/aqua-resist-smoky-shadow---sombra-de-ojos-P4119086.html,,Vegano,"Mate, Irisado/Nacarado, Purpurina",,Voluminizador,,Todo tipo de pieles,Total,Natural,
1460,Ojos,Máscara de pestañas,Armani,Giorgio Armani Eccentrico,Máscara de pestañas,43.0,191,4.4,0,2025-05-06,https://www.sephora.es/p/eccentrico---mascara-356153.html,Standard,,Mate,,"Voluminizador, Efecto alargado",,,,Natural,Liquido
1461,Ojos,Máscara de pestañas,Armani,Giorgio Armani Eyes to Kill,Máscara de pestañas,43.0,139,4.2,2,2025-05-06,https://www.sephora.es/p/eyes-to-kill---mascara-P2095003.html,Standard,,Mate,,"Voluminizador, Efecto alargado, Natural",,,,Natural,Liquido
1462,Labios,Barra de labios,Armani,Lip Maestro,Barra de labios mate,45.0,1230,4.5,6,2025-05-06,https://www.sephora.es/p/lip-maestro-P1199014.html,Standard,,,Mate,,,,Total,Natural,Liquido
1463,Ojos,Eyeliner,Armani,Giorgio Armani Eyes to Kill Designer Eyeliner-Delineador Ojos,,38.99,1,5.0,0,2025-05-06,https://www.sephora.es/p/eyes-to-kill---eyeliner-longue-tenue-471851.html,Standard,,Mate,,Natural,,,,Natural,Gel
1464,Rostro,Primer & spray fijador,Armani,Luminous Silk Hydrating Primer,Pre Base hidratante,50.0,915,4.5,0,2025-05-06,https://www.sephora.es/p/luminous-silk---base-hydratante-fini-lumineux-486958.html,,,,,,,Todo tipo de pieles,Media,Natural,Liquido
1465,Rostro,Primer & spray fijador,Armani,Fluid Master,Pre base alisadora,55.0,36,4.0,0,2025-05-06,https://www.sephora.es/p/fluid-master---base-lissante-perfection-361739.html,Standard,,,,,,Todo tipo de pieles,Ligera,Natural,
1466,Cejas,Lápiz & polvo para cejas,Benefit Cosmetics,Goof Proof Pencil,Lápiz de Cejas,35.0,6823,4.5,12,2025-05-06,https://www.sephora.es/p/goof-proof-l%c3%a1piz-de-cejas-para-rellenar-y-dar-m%c3%a1s-cuerpo-P2578002.html,Standard,,,,,,"Todo tipo de pieles, Piel madura",Total,Natural,
1467,Ojos,Lápiz de ojos & khol,Make Up For Ever,Aqua Resist Color Pencil,Lápiz de ojos waterproof,28.0,1448,4.3,10,2025-05-06,https://www.sephora.es/p/aqua-resist-color-pencil--l%c3%a1piz-de-ojos-waterproof-P4119087.html,,Vegano,"Mate, Irisado/Nacarado",,Voluminizador,,Todo tipo de pieles,Total,Natural,Crema
1468,Labios,Lápiz de labios,KVD Beauty,Everlasting Lip Liner,Perfilador de labios,21.99,1673,4.6,0,2025-05-06,https://www.sephora.es/p/everlasting-lip-liner---l%c3%a1piz-de-labios-de-larga-duracion-396508.html,Standard,Vegano,,Larga duración,,,Todo tipo de pieles,Total,,Crema
1469,Labios,Barra de labios líquida,Dior Backstage,Dior Addict Lip Glow Oil,Aceite para labios con color - Nutritivo y brillante,48.0,2456,4.2,9,2025-05-06,https://www.sephora.es/p/backstage-add-lip-glow-oil-labial-P3966089.html,,,,Brillante / Glossy,,,Todo tipo de pieles,Ligera,Natural,Aceite
1470,Ojos,Máscara de pestañas,Clarins,Wonder Perfect,Máscara 4D Waterproof,41.0,30,4.3,0,2025-05-06,https://www.sephora.es/p/wonder-perfect---m%c3%a1scara-4d-waterproof-506946.html,,,Mate,Larga duración,"Efecto alargado, Impermeable",,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible, Piel madura",Media,Natural,Crema
1471,Rostro,Antiojeras & corrector,Tarte,Shape Tape™,Corrector,31.0,396,4.5,28,2025-05-06,https://www.sephora.es/p/shape-tape-contour-concealer---corrector-antiojeras-P3643138.html,Standard,Vegano,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible, Piel madura",Total,Mate,Liquido
1472,Ojos,Eyeliner,Yves Saint Laurent,Yves Saint Laurent Couture Eyeliner,Delineador de Ojos,47.0,16,3.8,0,2025-05-06,https://www.sephora.es/p/couture-eyeliner---delineador-para-los-ojos-394857.html,Standard,,Mate,,Fortalecedor,,Todo tipo de pieles,Total,Natural,
1473,Rostro,Antiojeras & corrector,Benefit Cosmetics,BOI-ING,Corrector ojeras benefit,34.0,5256,4.2,3,2025-05-06,https://www.sephora.es/p/boi-ing-corrector-profesional-P2951004.html,Standard,,,,,,Todo tipo de pieles,Total,Mate,Crema
1474,Cejas,Gel & Máscara de cejas,Charlotte Tilbury,Legendary Brows,Máscara de Cejas,37.0,594,4.6,3,2025-05-06,https://www.sephora.es/p/legendary-brows---m%c3%a1scara-de-cejas-P3462072.html,Standard,,,,,,,,Natural,Gel
1475,Labios,Barra de labios,Hourglass,Confession,Barra de labios ultrafina de alta intensidad recargable,40.0,814,4.4,10,2025-05-06,https://www.sephora.es/p/confession---barra-de-labios-ultrafina-de-alta-intensidad-recargable-P3124031.html,Standard,"Vegano, Refillable",,Satinado,,,Todo tipo de pieles,,,Crema
1476,Labios,Barra de labios,Givenchy,Le Rouge Deep Velvet,"Barra de labios Empolvado, Mate, Alta Pigmentación",47.0,31,4.5,6,2025-05-06,https://www.sephora.es/p/le-rouge---barra-de-labios-P1260038.html,Standard,,,"Brillante / Glossy, Mate",,,Todo tipo de pieles,Total,Mate,Crema
1477,Pinceles & accesorios,Brocha rostro,Fenty Beauty,Precision Makeup Sponge,Esponja de precisión,18.0,543,4.2,0,2025-05-06,https://www.sephora.es/p/precision-makeup-sponge---esponja-de-precision-398419.html,Standard,,,,,,,,,
1478,Labios,Barra de labios líquida,Benefit Cosmetics,Gogo Tint- Tinte Líquido Para Mejillas Y Labios,,28.0,27,4.5,0,2025-05-06,https://www.sephora.es/p/polvos-iluminadores-tickle-highlighter-483351.html,,,,Natural,,,"Todo tipo de pieles, Piel madura",Ligera,Natural,Liquido
1479,Labios,Gloss/ Brillo labial,Sephora Collection,Glossed,Labial Gloss,12.99,29,4.0,10,2025-05-06,https://www.sephora.es/p/glossed---gloss-%c3%a0-levres-P4028084.html,,Vegano,,"Larga duración, Brillante / Glossy",,,Todo tipo de pieles,Ligera,Brillante,Liquido
1480,Rostro,Polvos bronceadores,Charlotte Tilbury,Airbrush Bronzer,Polvos Bronceadores,56.0,1424,4.4,4,2025-05-06,https://www.sephora.es/p/airbrush-bronzer---polvos-bronceadores-P4114095.html,,,,,,,,,Mate,
1481,Labios,Barra de labios,Charlotte Tilbury,Matte Revolution,Lápiz de Labios,38.0,4551,4.4,14,2025-05-06,https://www.sephora.es/p/matte-revolution---barra-de-labios-P3462067.html,Standard,Vegano,,"Hidratante, Larga duración",,,Todo tipo de pieles,Media,,"Crema, Bálsamo"
1482,Pinceles & accesorios,Brocha rostro,Charlotte Tilbury,The Airbrush Kabuki Brush,Brocha Kabuki,46.0,69,4.5,0,2025-05-06,https://www.sephora.es/p/the-airbrush-kabuki-brush---brocha--kabuki-515920.html,Standard,,,,,,,,,
